sentence_id,sentence,topic,sentiment,span_in_sentence,span,indices
10505,"Not only the speaker are used, the quality also seems subpar.",Second hand feeling,"negative, negative",True,Not only the speaker are used,"(0, 29)"
10506,"Not only the steam iron  are used, the quality also seems subpar.",Materials,"negative, negative",True,quality also seems subpar,"(39, 64)"
10506,"Not only the steam iron  are used, the quality also seems subpar.",Second hand feeling,"negative, negative",True,Not only the steam iron  are used,"(0, 33)"
10507,"Not only the vacuum cleaner are used, the quality also seems subpar.",Materials,"negative, negative",True,the quality also seems subpar,"(38, 67)"
10507,"Not only the vacuum cleaner are used, the quality also seems subpar.",Second hand feeling,"negative, negative",True,Not only the vacuum cleaner are used,"(0, 36)"
10508,"Not only the volume  are used, the quality also seems subpar.",Materials,"negative, negative",True,quality also seems subpar,"(35, 60)"
10508,"Not only the volume  are used, the quality also seems subpar.",Second hand feeling,"negative, negative",True,Not only the volume  are used,"(0, 29)"
10509,"Not only the washing machine  are used, the quality also seems subpar.",Materials,"negative, negative",True,quality also seems subpar,"(44, 69)"
10509,"Not only the washing machine  are used, the quality also seems subpar.",Second hand feeling,"negative, negative",True,Not only the washing machine  are used,"(0, 38)"
10510,"Not only would I not recommend this version, I would not recommend a beko .",Brand,"negative, negative",True,beko,"(69, 73)"
10511,"Not only would I not recommend this version, I would not recommend a grundig .",Brand,"negative, negative",True,grundig,"(69, 76)"
10512,"Not only would I not recommend this version, I would not recommend a rowenta .",Brand,"negative, negative",True,rowenta,"(69, 76)"
10513,Not original but fits,Authenticity,"negative, positive",True,Not original,"(0, 12)"
10513,Not original but fits,Value,"negative, positive",True,fits,"(17, 21)"
10514,Not particularly good nor fast and quite noisy,Noise,negative,True,quite noisy,"(35, 46)"
10514,Not particularly good nor fast and quite noisy,Performances,negative,True,Not particularly good,"(0, 21)"
10515,Not perfect but fairly matte.,Value,negative,True,fairly matte,"(16, 28)"
10516,not perfect compatibility with my fridge,Compatibility,negative,True,not perfect compatibility,"(0, 25)"
10517,not perfectly compatible with the fridge,Compatibility,negative,True,not perfectly compatible,"(0, 24)"
10518,not performing for a household,Suitability,negative,True,not performing for a household,"(0, 30)"
10519,Not picking up regular small particulars,Clean,negative,True,Not picking up regular small particulars,"(0, 40)"
10520,not pleased that i have to wait too long for it to heat up,Speed,negative,True,wait too long for it to heat up,"(27, 58)"
10521,not pleased that i have to wait too long for it to work,Speed,negative,True,wait too long,"(27, 40)"
10522,not powerful enough,Power,negative,True,not powerful enough,"(0, 19)"
10523,not powerful enough to keep lots of food inside imo,Power,negative,True,not powerful enough,"(0, 19)"
10524,not quick enough,Speed,negative,True,not quick enough,"(0, 16)"
10525,"Not quite as effective , But great for on the go",Portability,negative,True,great for on the go,"(29, 48)"
10526,Not really what I expected.,Value,negative,True,Not really what I expected,"(0, 26)"
10527,Not safe for children,Safety,negative,True,Not safe for children,"(0, 21)"
10528,"Not safe to use, I wouldn't recommend it",Safety,"negative, negative",True,Not safe to use,"(0, 15)"
10528,"Not safe to use, I wouldn't recommend it",Recommendation,"negative, negative",True,I wouldn't recommend it,"(17, 40)"
10529,"Not safe, too hazardous",Safety,negative,True,"Not safe, too hazardous","(0, 23)"
10530,not silent,Noise,negative,True,not silent,"(0, 10)"
10531,"not simple to use, has a faulty problem.",Failures,negative,True,has a faulty problem,"(19, 39)"
10531,"not simple to use, has a faulty problem.",Usability,negative,True,not simple to use,"(0, 17)"
10532,Not so effective for heavy use.,Suitability,negative,True,Not so effective for heavy use,"(0, 30)"
10533,not so many programmes,Programme,negative,True,not so many programmes,"(0, 22)"
10534,Not so much of a space saving,Use of space,negative,True,space saving,"(17, 29)"
10535,not so useful with accessories,Accessories,negative,True,with accessories,"(14, 30)"
10536,Not space saving layout.,Use of space,negative,True,space saving layout,"(4, 23)"
10537,"not space saving, but not even suitable for 2 people.",Suitability,negative,True,not even suitable for 2 people,"(22, 52)"
10537,"not space saving, but not even suitable for 2 people.",Use of space,negative,True,not space saving,"(0, 16)"
10538,"not space saving, but not even suitable for 3 people.",Suitability,negative,True,not even suitable for 3 people,"(22, 52)"
10538,"not space saving, but not even suitable for 3 people.",Use of space,negative,True,not space saving,"(0, 16)"
10539,not space-saving,Use of space,negative,True,not space-saving,"(0, 16)"
10540,Not straightforward to clean.,Cleanable,negative,True,Not straightforward to clean,"(0, 28)"
10541,Not suitable as a main iron,Suitability,negative,True,Not suitable as a main iron,"(0, 27)"
10542,not suitable for a large family,Suitability,negative,True,not suitable for a large family,"(0, 31)"
10543,Not suitable for a lot of laundry!!,Suitability,negative,True,Not suitable for a lot of laundry,"(0, 33)"
10544,not suitable for a studio or an open kitchen.,Suitability,negative,True,not suitable for a studio or an open kitchen,"(0, 44)"
10545,Not suitable for allergy sufferers.,Suitability,negative,True,Not suitable for allergy sufferers,"(0, 34)"
10546,not suitable for everyday,Suitability,negative,True,not suitable for everyday,"(0, 25)"
10547,not suitable for everyday use,Suitability,negative,True,not suitable for everyday use,"(0, 29)"
10548,Not suitable for ikea kitchen.,Suitability,negative,True,Not suitable for ikea kitchen,"(0, 29)"
10549,not suitable for kids,Suitability,negative,True,not suitable for kids,"(0, 21)"
10550,Not suitable for large families,Suitability,negative,True,Not suitable for large families,"(0, 31)"
10551,Not suitable for listening to music,Suitability,negative,True,Not suitable for listening to music,"(0, 35)"
10552,"Not suitable for parquet, the suction power is very good.",Suitability,"negative, positive",True,Not suitable for parquet,"(0, 24)"
10552,"Not suitable for parquet, the suction power is very good.",Clean,"negative, positive",True,the suction power is very good,"(26, 56)"
10553,Not super fast.,Speed,negative,True,Not super fast,"(0, 14)"
10554,"Not super loyal, I've definitely tried other brands.",Customer loyalty brand,negative,True,Not super loyal,"(0, 15)"
10555,Not sure about the opening handle,Body,negative,True,opening handle,"(19, 33)"
10556,Not sure how the reviewers were getting the high numbers but I have had two sets of speaker and both had short battery life.,Battery,negative,True,short battery life,"(105, 123)"
10557,Not sure how the reviewers were getting the high numbers but I have had two sets of vacuum cleaner and both had short battery life.,Battery,negative,True,short battery life,"(112, 130)"
10558,Not sure if i got a dud but this is not what i expected from this cult favorite,Value,negative,True,not what i expected,"(36, 55)"
10559,Not sure if I received a bad batch but it was the worst coffee maker  turkish coffee machine  I ever used!,Value,negative,True,worst coffee maker,"(50, 68)"
10560,Not sure if I received a bad batch but it was the worst hair dryer  soundbar  I ever used!,Value,negative,True,worst hair dryer,"(50, 66)"
10561,Not sure if I received a bad batch but it was the worst iron  iron steamer   I ever used!,Value,negative,True,worst iron  iron steamer,"(50, 74)"
10562,Not sure if I received a bad batch but it was the worst microwave  built-in oven   I ever used!,Value,negative,True,worst microwave  built-in oven,"(50, 80)"
10565,Not sure if I received a bad batch but it was the worst robot  I ever used!,Value,negative,True,worst robot,"(50, 61)"
10566,Not sure if I received a bad batch but it was the worst robot cleaner  I ever used!,Value,negative,True,worst robot cleaner,"(50, 69)"
10567,Not sure if I received a bad batch but it was the worst robot soundbar  I ever used!,Value,negative,True,worst robot soundbar,"(50, 70)"
10568,Not sure if I received a bad batch but it was the worst robot toaster  I ever used!,Value,negative,True,worst robot toaster,"(50, 69)"
10570,Not sure it is authentic.,Authenticity,negative,True,authentic,"(15, 24)"
10571,"Not the best cordless, but for the price I think its good value",Value for money,"negative, positive",True,for the price I think its good value,"(27, 63)"
10571,"Not the best cordless, but for the price I think its good value",Value,"negative, positive",True,good value,"(53, 63)"
10572,Not the first choice when looking for a durable product and thinking of environmental aspects.,Durability,negative,True,durable product,"(40, 55)"
10572,Not the first choice when looking for a durable product and thinking of environmental aspects.,Sustainability,negative,True,environmental aspects,"(72, 93)"
10573,"Not the greatest for underneath the bed, vacuum head lifts off floor when lowered under bed.",Suitability,negative,True,Not the greatest for underneath the bed,"(0, 39)"
10574,Not the most sustainable of items.,Sustainability,negative,True,Not the most sustainable,"(0, 24)"
10575,Not the right buss quality as described in the description.,Advertisement,negative,True,as described in the description,"(27, 58)"
10576,not to be carried around,Portability,negative,True,not to be carried around,"(0, 24)"
10577,"Not to be, within 6 months this had an electrical fault as well and as they do not extend the warranty we now had to pay for any replacement parts.",Failures,negative,True,electrical fault,"(39, 55)"
10577,"Not to be, within 6 months this had an electrical fault as well and as they do not extend the warranty we now had to pay for any replacement parts.",Warranty extension,negative,True,do not extend the warranty,"(76, 102)"
10578,Not too easy to disassemble to clean the container,Assembly/Disassembly,negative,True,Not too easy to disassemble,"(0, 27)"
10579,not too heavy and not too big,Size,"positive, positive",True,not too big,"(18, 29)"
10579,not too heavy and not too big,Weight,"positive, positive",True,not too heavy,"(0, 13)"
10580,Not too heavy.,Weight,positive,True,Not too heavy,"(0, 13)"
10581,Not too impressed.,Value,negative,True,Not too impressed,"(0, 17)"
10582,Not too noisy light to use,Noise,positive,True,Not too noisy,"(0, 13)"
10582,Not too noisy light to use,Usability,positive,True,light to use,"(14, 26)"
10583,Not too noisy light to use easy to open bag,Container,"positive, positive, positive",True,easy to open bag,"(27, 43)"
10583,Not too noisy light to use easy to open bag,Noise,"positive, positive, positive",True,Not too noisy,"(0, 13)"
10583,Not too noisy light to use easy to open bag,Usability,"positive, positive, positive",True,light to use,"(14, 26)"
10584,Not true to the color displayed online nor the color of the container,Advertisement,positive,True,Not true to the color displayed online nor the color of the container,"(0, 69)"
10585,Not used it yet charger didn't work brand new machine waiting for support to send new charger disgusting,Accessories,negative,True,charger didn't work,"(16, 35)"
10587,Not very easy for storage and very bulky,Size,negative,True,very bulky,"(30, 40)"
10587,Not very easy for storage and very bulky,Storage,negative,True,Not very easy for storage,"(0, 25)"
10588,not very easy to empty,Empty,negative,True,not very easy to empty,"(0, 22)"
10589,Not very easy to hold,Ergonomic,negative,True,Not very easy to hold,"(0, 21)"
10590,"Not very easy to maintain, unfortunately",Maintenance,negative,True,Not very easy to maintain,"(0, 25)"
10591,Not very easy to store anywhere,Storage,negative,True,Not very easy to store anywhere,"(0, 31)"
10592,not very efficient on small quick cleaning,Suitability,negative,True,not very efficient on small quick cleaning,"(0, 42)"
10593,not very energy efficient.,Consumption,negative,True,not very energy efficient,"(0, 25)"
10594,not very ergonomic,Ergonomic,negative,True,not very ergonomic,"(0, 18)"
10595,"Not very flashy, which is okay...",Value,positive,True,Not very flashy,"(0, 15)"
10596,not very good use of space unfortunately,Use of space,negative,True,use of space,"(14, 26)"
10597,"Not very handy coffee machine, difficult to assemble, unclear instructions.",Learning material,negative,True,unclear instructions,"(54, 74)"
10597,"Not very handy coffee machine, difficult to assemble, unclear instructions.",Usability,negative,True,Not very handy,"(0, 14)"
10597,"Not very handy coffee machine, difficult to assemble, unclear instructions.",Assembly/Disassembly,negative,True,difficult to assemble,"(31, 52)"
10598,"Not very handy dryer, difficult to assemble, unclear instructions.",Learning material,negative,True,unclear instructions,"(45, 65)"
10598,"Not very handy dryer, difficult to assemble, unclear instructions.",Usability,negative,True,Not very handy,"(0, 14)"
10598,"Not very handy dryer, difficult to assemble, unclear instructions.",Assembly/Disassembly,negative,True,difficult to assemble,"(22, 43)"
10599,"Not very handy fridge , difficult to assemble, unclear instructions.",Learning material,negative,True,unclear instructions,"(47, 67)"
10599,"Not very handy fridge , difficult to assemble, unclear instructions.",Usability,negative,True,Not very handy,"(0, 14)"
10599,"Not very handy fridge , difficult to assemble, unclear instructions.",Assembly/Disassembly,negative,True,difficult to assemble,"(24, 45)"
10600,"Not very handy hob , difficult to assemble, unclear instructions.",Learning material,negative,True,unclear instructions,"(44, 64)"
10600,"Not very handy hob , difficult to assemble, unclear instructions.",Usability,negative,True,Not very handy,"(0, 14)"
10600,"Not very handy hob , difficult to assemble, unclear instructions.",Assembly/Disassembly,negative,True,difficult to assemble,"(21, 42)"
10601,"Not very handy oven , difficult to assemble, unclear instructions.",Learning material,negative,True,unclear instructions,"(45, 65)"
10601,"Not very handy oven , difficult to assemble, unclear instructions.",Usability,negative,True,Not very handy,"(0, 14)"
10601,"Not very handy oven , difficult to assemble, unclear instructions.",Assembly/Disassembly,negative,True,difficult to assemble,"(22, 43)"
10602,"Not very handy speaker, difficult to assemble, unclear instructions.",Learning material,negative,True,unclear instructions,"(47, 67)"
10602,"Not very handy speaker, difficult to assemble, unclear instructions.",Usability,negative,True,Not very handy,"(0, 14)"
10602,"Not very handy speaker, difficult to assemble, unclear instructions.",Assembly/Disassembly,negative,True,difficult to assemble,"(24, 45)"
10603,"Not very handy steam iron , difficult to assemble, unclear instructions.",Learning material,negative,True,unclear instructions,"(51, 71)"
10603,"Not very handy steam iron , difficult to assemble, unclear instructions.",Usability,negative,True,Not very handy,"(0, 14)"
10603,"Not very handy steam iron , difficult to assemble, unclear instructions.",Assembly/Disassembly,negative,True,difficult to assemble,"(28, 49)"
10604,"Not very handy vacuum cleaner, difficult to assemble, unclear instructions.",Learning material,negative,True,unclear instructions,"(54, 74)"
10604,"Not very handy vacuum cleaner, difficult to assemble, unclear instructions.",Usability,negative,True,Not very handy,"(0, 14)"
10604,"Not very handy vacuum cleaner, difficult to assemble, unclear instructions.",Assembly/Disassembly,negative,True,difficult to assemble,"(31, 52)"
10605,"Not very handy volume , difficult to assemble, unclear instructions.",Learning material,negative,True,unclear instructions,"(47, 67)"
10605,"Not very handy volume , difficult to assemble, unclear instructions.",Usability,negative,True,Not very handy volume,"(0, 21)"
10605,"Not very handy volume , difficult to assemble, unclear instructions.",Assembly/Disassembly,negative,True,difficult to assemble,"(24, 45)"
10606,"Not very handy washing machine , difficult to assemble, unclear instructions.",Learning material,negative,True,unclear instructions,"(56, 76)"
10606,"Not very handy washing machine , difficult to assemble, unclear instructions.",Usability,negative,True,Not very handy,"(0, 14)"
10606,"Not very handy washing machine , difficult to assemble, unclear instructions.",Assembly/Disassembly,negative,True,difficult to assemble,"(33, 54)"
10607,Not very noisy,Noise,positive,True,Not very noisy,"(0, 14)"
10608,not very pleased with the egonomics and handling,Ergonomic,negative,True,egonomics and handling,"(26, 48)"
10609,Not very powerful and small capacity.,Capacity,"negative, negative",True,small capacity,"(22, 36)"
10609,Not very powerful and small capacity.,Power,"negative, negative",True,Not very powerful,"(0, 17)"
10610,not very practical actually,Usability,negative,True,not very practical,"(0, 18)"
10611,not very practical or intuitive as it rather quite obnoxious as it takes up too much space,Use of space,negative,True,takes up too much space,"(67, 90)"
10611,not very practical or intuitive as it rather quite obnoxious as it takes up too much space,Usability,negative,True,not very practical or intuitive,"(0, 31)"
10612,Not very safe to use,Safety,negative,True,Not very safe to use,"(0, 20)"
10613,Not very sustainable as it can't be recycled,Recycling process,"negative, negative",True,can't be recycled,"(27, 44)"
10613,Not very sustainable as it can't be recycled,Sustainability,"negative, negative",True,Not very sustainable,"(0, 20)"
10614,not washing well and not for daily use,Suitability,negative,True,not for daily use,"(21, 38)"
10614,not washing well and not for daily use,Clean,negative,True,not washing well,"(0, 16)"
10615,Not what was advertised.,Advertisement,negative,True,what was advertised,"(4, 23)"
10616,not working on arrival,Failures,negative,True,not working on arrival,"(0, 22)"
10617,Not Working properly,Performances,negative,True,Not Working properly,"(0, 20)"
10618,Not worth more than $30 in my opinion as these are worse than the corded coffee maker  that came with your phone.,Value for money,negative,True,Not worth more than $30,"(0, 23)"
10619,Not worth more than $30 in my opinion as these are worse than the corded hair dryer  that came with your phone.,Value for money,negative,True,Not worth more than $30,"(0, 23)"
10620,Not worth more than $30 in my opinion as these are worse than the corded iron  that came with your phone.,Value for money,negative,True,Not worth more than $30,"(0, 23)"
10621,Not worth more than $30 in my opinion as these are worse than the corded microwave  that came with your phone.,Value for money,negative,True,Not worth more than $30,"(0, 23)"
10622,Not worth more than $30 in my opinion as these are worse than the corded refrigerator that came with your phone.,Value for money,negative,True,Not worth more than $30,"(0, 23)"
10623,Not worth more than $30 in my opinion as these are worse than the corded robot that came with your phone.,Value for money,negative,True,Not worth more than $30,"(0, 23)"
10624,Not worth more than $30 in my opinion as these are worse than the hoseed washing machine  that came with your phone.,Value for money,negative,True,Not worth more than $30,"(0, 23)"
10625,Not worth the money,Value for money,negative,True,Not worth the money,"(0, 19)"
10626,Not worth the price and definitely not any good at eliminating ambient noise.,Value for money,negative,True,Not worth the price,"(0, 19)"
10627,Not worth the price for what they do.,Value for money,negative,True,Not worth the price,"(0, 19)"
10628,Nothibg bad to say about thus appliance,Value,positive,True,Nothibg bad to say about thus appliance,"(0, 39)"
10629,Nothing disappointed me,Value,positive,True,Nothing disappointed me,"(0, 23)"
10630,Nothing has broken.,Physical damages,positive,True,Nothing has broken.,"(0, 19)"
10631,Nothing justifies the price.,Value for money,negative,True,Nothing justifies the price,"(0, 27)"
10632,Nothing like having to exchange several emails just to find out for sure if I can still use this new one with my existing solar setup.,Customer service responsiveness,negative,True,having to exchange several emails,"(13, 46)"
10633,"Nothing like that - they are very useful, it's unbelievable how much dust you can see in the light of these lamps;)",Light,positive,True,in the light of these lamps,"(86, 113)"
10634,Nothing like the scent of fresh coffee in the morning to start your day on the right note.,Smell,positive,True,scent of fresh coffee,"(17, 38)"
10635,Nothing spectacular.,Value,negative,True,Nothing spectacular,"(0, 19)"
10636,Nothing was missing,Missing items,negative,True,Nothing was missing,"(0, 19)"
10637,Nothing was recycled to make this device,Recycled materials,negative,True,Nothing was recycled,"(0, 20)"
10638,nothing wobbles,Failures,positive,True,nothing wobbles,"(0, 15)"
10639,Notifications are a useful tool.,Notifications,positive,True,Notifications are a useful tool.,"(0, 32)"
10640,Notifications areunclear,Notifications,negative,True,Notifications areunclear,"(0, 24)"
10641,Notifications don't work too well,Notifications,negative,True,Notifications don't work too well,"(0, 33)"
10642,Notifications provide value.,Notifications,positive,True,Notifications provide value,"(0, 27)"
10643,Notifications work great,Notifications,positive,True,Notifications work great,"(0, 24)"
10644,Now does not connect at all.,Connectivity,negative,True,does not connect at all,"(4, 27)"
10645,Now during preheat it's leaking water like our last one.,Failures,negative,True,leaking water,"(24, 37)"
10646,"Now for india, they came up with galvanised steel which is more prone to rust, cost cutting measures and added some bells and whistles to cover up and delight Indian customers",Physical damages,negative,True,more prone to rust,"(59, 77)"
10646,"Now for india, they came up with galvanised steel which is more prone to rust, cost cutting measures and added some bells and whistles to cover up and delight Indian customers",Materials,negative,True,galvanised steel,"(33, 49)"
10647,Now for the bad… These airfryer s did not function as advertised for me and I suspect it may be due to the integration of the Tile functionality.,Advertisement,negative,True,as advertised,"(51, 64)"
10648,Now for the bad… These coffee machines did not function as advertised for me and I suspect it may be due to the integration of the Tile functionality.,Advertisement,negative,True,as advertised,"(56, 69)"
10649,Now for the bad… These dishwasher  did not function as advertised for me and I suspect it may be due to the integration of the Tile functionality.,Advertisement,negative,True,as advertised,"(52, 65)"
10650,Now for the bad… These fridge s did not function as advertised for me and I suspect it may be due to the integration of the Tile functionality.,Advertisement,negative,True,as advertised,"(49, 62)"
10651,Now for the bad… These hob s did not function as advertised for me and I suspect it may be due to the integration of the Tile functionality.,Advertisement,negative,True,as advertised,"(46, 59)"
10652,Now for the bad… These oven s did not function as advertised for me and I suspect it may be due to the integration of the Tile functionality.,Advertisement,negative,True,as advertised,"(47, 60)"
10653,Now for the bad… These speakers did not function as advertised for me and I suspect it may be due to the integration of the Tile functionality.,Advertisement,negative,True,as advertised,"(49, 62)"
10654,Now for the bad… These steam iron s did not function as advertised for me and I suspect it may be due to the integration of the Tile functionality.,Advertisement,negative,True,as advertised,"(53, 66)"
10655,Now for the bad… These straightener did not function as advertised for me and I suspect it may be due to the integration of the Tile functionality.,Advertisement,negative,True,function as advertised,"(44, 66)"
10656,Now for the bad… These television did not function as advertised for me and I suspect it may be due to the integration of the Tile functionality.,Advertisement,negative,True,as advertised,"(51, 64)"
10657,Now for the bad… These vacuum cleaners did not function as advertised for me and I suspect it may be due to the integration of the Tile functionality.,Advertisement,negative,True,as advertised,"(56, 69)"
10658,Now for the bad… These washing machine s did not function as advertised for me and I suspect it may be due to the integration of the Tile functionality.,Advertisement,negative,True,as advertised,"(58, 71)"
10659,"Now for the negatives: no matter what I did, one of the vacuum cleaner would not stay connected, and failed to show up in the arcelik app at all.",Connectivity,negative,True,"no matter what I did, one of the vacuum cleaner would not stay connected, and failed to show up in the arcelik app at all","(23, 144)"
10660,Now I actually look forward to vacuuming as the V15 is so easy to use and not nearly as tiring as the upright,Usability,positive,True,so easy to use,"(55, 69)"
10660,Now I actually look forward to vacuuming as the V15 is so easy to use and not nearly as tiring as the upright,Side effect/Comfort,positive,True,not nearly as tiring,"(74, 94)"
10661,Now I am 100% sold on it.,Value,positive,True,100% sold,"(9, 18)"
10662,"Now I can't connect by hook or by crook, ""Connection was refused"".",Connectivity,negative,True,can't connect by hook or by crook,"(6, 39)"
10663,now I can't return these because i lost the certificate of guarantee,Warranty reachability,negative,True,certificate of guarantee,"(44, 68)"
10664,Now it constantly gets blocked if anything more than just a few crumbs or dust gets speakersed and it's a real pain to clean.,Cleanable,"negative, negative",True,a real pain to clean,"(104, 124)"
10664,Now it constantly gets blocked if anything more than just a few crumbs or dust gets speakersed and it's a real pain to clean.,Failures,"negative, negative",True,constantly gets blocked,"(7, 30)"
10665,Now it constantly gets blocked if anything more than just a few crumbs or dust gets vacuumed and it's a real pain to clean.,Cleanable,"negative, negative",True,a real pain to clean,"(102, 122)"
10665,Now it constantly gets blocked if anything more than just a few crumbs or dust gets vacuumed and it's a real pain to clean.,Failures,"negative, negative",True,constantly gets blocked,"(7, 30)"
10666,Now it's 8 days since you got them and still no refund.,Refund,negative,True,no refund,"(45, 54)"
10667,Now itS 8 days since you got them and still no refund.,Refund,negative,True,no refund,"(44, 53)"
10668,Now that we are passed the 2 year warranty the battery has greatly decreased.,Warranty duration,"negative, irrelevant",True,2 year warranty,"(27, 42)"
10668,Now that we are passed the 2 year warranty the battery has greatly decreased.,Battery,"negative, irrelevant",True,battery has greatly decreased,"(47, 76)"
10669,Now that we are passed the 2 year warranty the product performance has greatly decreased.,Warranty duration,"irrelevant, negative",True,2 year warranty,"(27, 42)"
10669,Now that we are passed the 2 year warranty the product performance has greatly decreased.,Performances,"irrelevant, negative",True,product performance has greatly decreased,"(47, 88)"
10670,"Now the vacuum cleaner has stopped working, from one day to the next it could no longer be loaded.",Charging performance,negative,True,could no longer be loaded,"(72, 97)"
10670,"Now the vacuum cleaner has stopped working, from one day to the next it could no longer be loaded.",Failures,negative,True,stopped working,"(27, 42)"
10671,Now vacuuming stairs is easier than with other vacuum cleaners.,Comparison,positive,True,with other vacuum cleaners,"(36, 62)"
10671,Now vacuuming stairs is easier than with other vacuum cleaners.,Suitability,positive,True,easier than with other vacuum cleaners,"(24, 62)"
10672,"Now, a month after they received the bad motor back, we are waiting on the ""support team"" to provide a tracking number to get a replacement motor sent out.",Replacement process,negative,True,to provide a tracking number to get a replacement motor sent out,"(90, 154)"
10673,"Now, sadly, I can't recommend a company that apparently offers no support for their product and am disappointed in amazon as well offering only a German number when they send their products around Europe.",Retailer,negative,True,disappointed in amazon,"(99, 121)"
10673,"Now, sadly, I can't recommend a company that apparently offers no support for their product and am disappointed in amazon as well offering only a German number when they send their products around Europe.",Customer service problem solving,negative,True,no support for their product,"(63, 91)"
10674,nowhere near as solid as my previous fridge,Comparison,negative,True,nowhere near as solid as my previous fridge,"(0, 43)"
10675,nowhere near as strong as my previous airfryer,Comparison,negative,True,nowhere near as strong as my previous airfryer,"(0, 46)"
10676,nowhere near as strong as my previous coffee machine,Comparison,negative,True,nowhere near as strong as my previous coffee machine,"(0, 52)"
10677,nowhere near as strong as my previous dishwasher  cleaner,Comparison,negative,True,nowhere near as strong as my previous dishwasher  cleaner,"(0, 57)"
10678,nowhere near as strong as my previous dryer,Comparison,negative,True,nowhere near as strong as my previous dryer,"(0, 43)"
10679,nowhere near as strong as my previous hob,Comparison,negative,True,nowhere near as strong as my previous hob,"(0, 41)"
10680,nowhere near as strong as my previous oven,Comparison,negative,True,nowhere near as strong as my previous oven,"(0, 42)"
10681,nowhere near as strong as my previous speaker,Comparison,negative,True,nowhere near as strong as my previous speaker,"(0, 45)"
10682,nowhere near as strong as my previous steam iron,Comparison,negative,True,nowhere near as strong as my previous steam iron,"(0, 48)"
10683,nowhere near as strong as my previous vacuum cleaner,Comparison,negative,True,nowhere near as strong as my previous vacuum cleaner,"(0, 52)"
10684,nowhere near as strong as my previous volume,Comparison,negative,True,nowhere near as strong as my previous volume,"(0, 44)"
10685,nowhere near as strong as my previous washing machine,Comparison,negative,True,nowhere near as strong as my previous washing machine,"(0, 53)"
10686,Number ten vacuum cleaner,Value,positive,True,Number ten vacuum cleaner,"(0, 25)"
10687,"Obviously I spent money on a technician who did not solve the problem for me, rather he suggested that I replace it.",Technical service,negative,True,"a technician who did not solve the problem for me, rather he suggested that I replace it","(27, 115)"
10688,Of course I'd have liked more freezer capacity and there are constant water droplets dripping down the back of the fridge.,Capacity,negative,True,more freezer capacity,"(25, 46)"
10688,Of course I'd have liked more freezer capacity and there are constant water droplets dripping down the back of the fridge.,Failures,negative,True,constant water droplets dripping down the back of the fridge,"(61, 121)"
10689,"Of course the battery is full, and we cleaned it too - it doesn't help, the engine seems to be damaged.",Body,negative,True,the engine seems to be damaged,"(72, 102)"
10690,of course they made me pay extra for having a new delivery even though it was their mistake sending the wrong item,Wrong product or item,negative,True,their mistake sending the wrong item,"(78, 114)"
10691,Of course--no returns!,Return,negative,True,no returns,"(11, 21)"
10692,"Of course, in the meantime, complaints about not washing dishes.",Clean,negative,True,complaints about not washing dishes,"(28, 63)"
10693,"Of course, it's easy to set up too.",Usability,positive,True,easy to set up,"(16, 30)"
10694,"Of course, itS easy to set up too.",Usability,positive,True,easy to set up,"(15, 29)"
10695,"Of course, the seller only refers to the manufacturer, who in turn does nothing...",Customer service quality,negative,True,the seller only refers to the manufacturer,"(11, 53)"
10696,"Of course, there is also a downside, such as the high standby power consumption and the limited connectivity of the soundbar.",Connectivity,"negative, negative",True,limited connectivity,"(88, 108)"
10696,"Of course, there is also a downside, such as the high standby power consumption and the limited connectivity of the soundbar.",Consumption,"negative, negative",True,high standby power consumption,"(49, 79)"
10697,Of it and the other formulation they discontinued and i honestly prefer the one they discontinued whats up with brands discontinuing a thing thats already good thinking they can make it better.,Availability,negative,True,discontinued,"(37, 49)"
10698,"Officially burned on the first try, I will return it",Physical damages,negative,True,burned on the first try,"(11, 34)"
10699,Oh and it doesn't charge,Charging performance,negative,True,doesn't charge,"(10, 24)"
10700,Oh battery never runs out.,Battery,positive,True,battery never runs out,"(3, 25)"
10701,"Oh I forgot, I also find the small wheels a shame, it would have been better to have wheels, I hadn't paid attention to that.",Body,negative,True,small wheels a shame,"(29, 49)"
10702,"Oh my god, this bosch  is life-changing.",Value,positive,True,life-changing,"(26, 39)"
10703,"Oh my god, this dyson  is life-changing.",Value,positive,True,life-changing,"(26, 39)"
10704,"Oh my god, this dyson is life-changing.",Value,positive,True,life-changing,"(25, 38)"
10705,"Oh my god, this philips is life-changing.",Value,positive,True,life-changing,"(27, 40)"
10706,"Oh my god, this samsung  is life-changing.",Value,positive,True,life-changing,"(28, 41)"
10707,"Oh my god, this sony  is life-changing.",Value,positive,True,life-changing,"(25, 38)"
10708,"Oh my god, this vestel is life-changing.",Value,positive,True,life-changing,"(26, 39)"
10709,"Oh, and the attachment for furniture works wonderfully.",Heads/Attachments,positive,True,attachment for furniture,"(12, 36)"
10709,"Oh, and the attachment for furniture works wonderfully.",Performances,positive,True,works wonderfully,"(37, 54)"
10710,"Oh, I bought this, my dear, he is doing his job quietly in the kitchen.",Noise,positive,True,quietly,"(48, 55)"
10711,ok for 3 people,Suitability,positive,True,ok for 3 people,"(0, 15)"
10712,ok for small spaces for daily maintenance,Suitability,positive,True,ok for small spaces for daily maintenance,"(0, 41)"
10713,Ok for the cost.,Value for money,positive,True,Ok for the cost,"(0, 15)"
